Kode,Provinsi,Kabupaten,Jenjang,Baik,Rusak_Ringan,Rusak_Sedang,Rusak_Berat,Jumlah,pct_Baik,pct_Rusak_Ringan,pct_Rusak_Sedang,pct_Rusak_Berat,Rasio_siswa,Rasio_ruang_kelas,pct_anggaran_2016
7604,"Kab. Mamuju, Sulawesi Barat",Kab,SMA,67,135,14,21,237, 28.3 , 57.0 , 5.9 , 8.9 ,296.68,8.37,4.7
7606,"Kab. Mamuju Tengah, Sulawesi Barat",Kab,SMA,40,56,2,11,109, 36.7 , 51.4 , 1.8 , 10.1 ,327.13,8.13,1.6
7605,"Kab. Mamuju Utara, Sulawesi Barat",Kab,SMA,73,57,1,2,133, 54.9 , 42.9 , 0.8 , 1.5 ,296.08,8.92,2.3
7602,"Kab. Polewali Mandar, Sulawesi Barat",Kab,SMA,187,40,0,6,233, 80.3 , 17.2 , -   , 2.6 ,538.15,15,12.8
7303,"Kab. Bantaeng, Sulawesi Selatan",Kab,SMA,58,65,5,8,136, 42.6 , 47.8 , 3.7 , 5.9 ,575.71,17.29,12.3
7310,"Kab. Barru, Sulawesi Selatan",Kab,SMA,56,88,5,4,153, 36.6 , 57.5 , 3.3 , 2.6 ,459.78,16.78,18.3
7311,"Kab. Bone, Sulawesi Selatan",Kab,SMA,205,340,30,43,618, 33.2 , 55.0 , 4.9 , 7.0 ,512.31,14.86,9.6
7302,"Kab. Bulukumba, Sulawesi Selatan",Kab,SMA,200,167,10,11,388, 51.5 , 43.0 , 2.6 , 2.8 ,503.32,15.82,18.8
7316,"Kab. Enrekang, Sulawesi Selatan",Kab,SMA,53,148,28,20,249, 21.3 , 59.4 , 11.2 , 8.0 ,391.25,14.44,12.9
7306,"Kab. Gowa, Sulawesi Selatan",Kab,SMA,243,226,9,15,493, 49.3 , 45.8 , 1.8 , 3.0 ,414.85,8.63,18.3
7304,"Kab. Jeneponto, Sulawesi Selatan",Kab,SMA,91,128,10,10,239, 38.1 , 53.6 , 4.2 , 4.2 ,343.05,10.76,14.3
7301,"Kab. Kepulauan Selayar, Sulawesi Selatan",Kab,SMA,38,84,3,0,125, 30.4 , 67.2 , 2.4 , -   ,309.6,10.3,4.7
7317,"Kab. Luwu, Sulawesi Selatan",Kab,SMA,175,155,24,16,370, 47.3 , 41.9 , 6.5 , 4.3 ,495.63,14.17,15.5
7325,"Kab. Luwu Timur, Sulawesi Selatan",Kab,SMA,136,174,6,26,342, 39.8 , 50.9 , 1.8 , 7.6 ,581.25,18.63,17.3
7322,"Kab. Luwu Utara, Sulawesi Selatan",Kab,SMA,115,194,6,0,315, 36.5 , 61.6 , 1.9 , -   ,532.53,17.05,16.3
7308,"Kab. Maros, Sulawesi Selatan",Kab,SMA,161,146,15,13,335, 48.1 , 43.6 , 4.5 , 3.9 ,289.07,9.23,10.7
7309,"Kab. Pangkajene Kepulauan, Sulawesi Selatan",Kab,SMA,164,95,19,11,289, 56.7 , 32.9 , 6.6 , 3.8 ,260.21,8.68,14.5
7315,"Kab. Pinrang, Sulawesi Selatan",Kab,SMA,76,176,12,9,273, 27.8 , 64.5 , 4.4 , 3.3 ,559.29,15.07,18.9
7314,"Kab. Sidenreng Rappang, Sulawesi Selatan",Kab,SMA,60,140,15,7,222, 27.0 , 63.1 , 6.8 , 3.2 ,404.88,11.76,11.2
7307,"Kab. Sinjai, Sulawesi Selatan",Kab,SMA,95,145,6,21,267, 35.6 , 54.3 , 2.2 , 7.9 ,484,15.19,12
7312,"Kab. Soppeng, Sulawesi Selatan",Kab,SMA,68,108,7,20,203, 33.5 , 53.2 , 3.4 , 9.9 ,447.17,15.5,21
7305,"Kab. Takalar, Sulawesi Selatan",Kab,SMA,158,133,11,4,306, 51.6 , 43.5 , 3.6 , 1.3 ,386.86,12.18,14.4
7318,"Kab. Tana Toraja, Sulawesi Selatan",Kab,SMA,70,150,8,10,238, 29.4 , 63.0 , 3.4 , 4.2 ,346.89,10.61,0.9
7326,"Kab. Toraja Utara, Sulawesi Selatan",Kab,SMA,188,88,6,0,282, 66.7 , 31.2 , 2.1 , -   ,462.27,14.47,6.6
7313,"Kab. Wajo, Sulawesi Selatan",Kab,SMA,64,197,2,21,284, 22.5 , 69.4 , 0.7 , 7.4 ,458.94,15.12,3
7371,"Kota Makassar, Sulawesi Selatan",Kota,SMA,833,518,48,32,1431, 58.2 , 36.2 , 3.4 , 2.2 ,305.82,9.93,14.2
7373,"Kota Palopo, Sulawesi Selatan",Kota,SMA,136,51,3,6,196, 69.4 , 26.0 , 1.5 , 3.1 ,492.58,13.42,6.8
7372,"Kota Parepare, Sulawesi Selatan",Kota,SMA,12,113,10,7,142, 8.5 , 79.6 , 7.0 , 4.9 ,428.33,15.33,11
7202,"Kab. Banggai, Sulawesi Tengah",Kab,SMA,115,172,18,37,342, 33.6 , 50.3 , 5.3 , 10.8 ,357.19,10.69,13.7
7201,"Kab. Banggai Kepulauan, Sulawesi Tengah",Kab,SMA,41,42,27,17,127, 32.3 , 33.1 , 21.3 , 13.4 ,232.08,7.08,10.6
7207,"Kab. Buol, Sulawesi Tengah",Kab,SMA,18,86,10,5,119, 15.1 , 72.3 , 8.4 , 4.2 ,384.9,9.4,12.6
7205,"Kab. Donggala, Sulawesi Tengah",Kab,SMA,92,106,8,7,213, 43.2 , 49.8 , 3.8 , 3.3 ,394.33,11.13,10.4
7203,"Kab. Morowali, Sulawesi Tengah",Kab,SMA,63,59,2,2,126, 50.0 , 46.8 , 1.6 , 1.6 ,323.5,10.4,5.1
7212,"Kab. Morowali Utara, Sulawesi Tengah",Kab,SMA,55,42,5,7,109, 50.5 , 38.5 , 4.6 , 6.4 ,257.56,8.22,11.5
7208,"Kab. Parigi Moutong, Sulawesi Tengah",Kab,SMA,133,156,4,8,301, 44.2 , 51.8 , 1.3 , 2.7 ,444,11.9,10.5
7204,"Kab. Poso, Sulawesi Tengah",Kab,SMA,112,90,12,14,228, 49.1 , 39.5 , 5.3 , 6.1 ,302.79,11.32,10.8
7210,"Kab. Sigi, Sulawesi Tengah",Kab,SMA,88,59,23,5,175, 50.3 , 33.7 , 13.1 , 2.9 ,279.33,8.07,15
7209,"Kab. Tojo Una-Una, Sulawesi Tengah",Kab,SMA,19,63,8,19,109, 17.4 , 57.8 , 7.3 , 17.4 ,287.7,5,11.2
7206,"Kab. Tolitoli, Sulawesi Tengah",Kab,SMA,91,34,0,10,135, 67.4 , 25.2 , -   , 7.4 ,357.45,11.36,8.6
7271,"Kota Palu, Sulawesi Tengah",Kota,SMA,257,134,10,7,408, 63.0 , 32.8 , 2.5 , 1.7 ,394.38,14.38,13.8
7406,"Kab. Bombana, Sulawesi Tenggara",Kab,SMA,54,114,11,9,188, 28.7 , 60.6 , 5.9 , 4.8 ,206.71,6.57,8.8
7409,"Kab. Buton Utara, Sulawesi Tenggara",Kab,SMA,11,83,5,9,108, 10.2 , 76.9 , 4.6 , 8.3 ,274.56,9.44,12.3
7404,"Kab. Kolaka, Sulawesi Tenggara",Kab,SMA,158,34,4,12,208, 76.0 , 16.3 , 1.9 , 5.8 ,444.25,13.67,7
7411,"Kab. Kolaka Timur, Sulawesi Tenggara",Kab,SMA,44,49,4,14,111, 39.6 , 44.1 , 3.6 , 12.6 ,227.21,6.07,10.2
7403,"Kab. Konawe, Sulawesi Tenggara",Kab,SMA,118,121,18,45,302, 39.1 , 40.1 , 6.0 , 14.9 ,321.24,10.08,6.9
7405,"Kab. Konawe Selatan, Sulawesi Tenggara",Kab,SMA,104,120,31,52,307, 33.9 , 39.1 , 10.1 , 16.9 ,302.11,8.41,12.6
7410,"Kab. Konawe Utara, Sulawesi Tenggara",Kab,SMA,19,77,10,0,106, 17.9 , 72.6 , 9.4 , -   ,239.64,8.55,7.4
7402,"Kab. Muna, Sulawesi Tenggara",Kab,SMA,209,167,29,48,453, 46.1 , 36.9 , 6.4 , 10.6 ,305.85,10.36,12.6
7413,"Kab. Muna Barat, Sulawesi Tenggara",Kab,SMA,62,45,1,14,122, 50.8 , 36.9 , 0.8 , 11.5 ,342.22,11.22,6.4
7407,"Kab. Wakatobi, Sulawesi Tenggara",Kab,SMA,99,85,13,9,206, 48.1 , 41.3 , 6.3 , 4.4 ,241.44,7.78,10.3
7472,"Kota Baubau, Sulawesi Tenggara",Kota,SMA,62,131,18,4,215, 28.8 , 60.9 , 8.4 , 1.9 ,591.2,18.6,14.1
7471,"Kota Kendari, Sulawesi Tenggara",Kota,SMA,140,161,27,50,378, 37.0 , 42.6 , 7.1 , 13.2 ,482.65,15.04,11.1
7101,"Kab. Bolaang Mongondow, Sulawesi Utara",Kab,SMA,39,66,9,7,121, 32.2 , 54.5 , 7.4 , 5.8 ,195.15,8.08,9.5
7103,"Kab. Kep. Sangihe, Sulawesi Utara",Kab,SMA,63,65,5,9,142, 44.4 , 45.8 , 3.5 , 6.3 ,162.31,10.08,10.1
7104,"Kab. Kepulauan Talaud, Sulawesi Utara",Kab,SMA,55,95,2,7,159, 34.6 , 59.7 , 1.3 , 4.4 ,151.44,6.17,14.1
7102,"Kab. Minahasa, Sulawesi Utara",Kab,SMA,196,130,14,23,363, 54.0 , 35.8 , 3.9 , 6.3 ,251.2,8.87,9.8
7105,"Kab. Minahasa Selatan, Sulawesi Utara",Kab,SMA,97,98,11,2,208, 46.6 , 47.1 , 5.3 , 1.0 ,237.72,9.5,9.3
7109,"Kab. Minahasa Tenggara, Sulawesi Utara",Kab,SMA,79,35,0,0,114, 69.3 , 30.7 , -   , -   ,262.44,10.56,8.5
7106,"Kab. Minahasa Utara, Sulawesi Utara",Kab,SMA,70,94,2,4,170, 41.2 , 55.3 , 1.2 , 2.4 ,203.79,8.11,7.9
7172,"Kota Bitung, Sulawesi Utara",Kota,SMA,76,36,16,10,138, 55.1 , 26.1 , 11.6 , 7.2 ,287.25,10,11.1
7174,"Kota Kotamobagu, Sulawesi Utara",Kota,SMA,94,47,1,6,148, 63.5 , 31.8 , 0.7 , 4.1 ,395.29,17.57,11
7171,"Kota Manado, Sulawesi Utara",Kota,SMA,216,229,35,18,498, 43.4 , 46.0 , 7.0 , 3.6 ,289.98,8.91,13.3
7173,"Kota Tomohon, Sulawesi Utara",Kota,SMA,103,41,0,5,149, 69.1 , 27.5 , -   , 3.4 ,402.89,13.89,9.5
1307,"Kab. Agam, Sumatera Barat",Kab,SMA,168,151,33,13,365, 46.0 , 41.4 , 9.0 , 3.6 ,414.58,14.21,24
1311,"Kab. Dharmasraya, Sumatera Barat",Kab,SMA,119,53,10,10,192, 62.0 , 27.6 , 5.2 , 5.2 ,329.46,11.54,14.2
1301,"Kab. Kepulauan Mentawai, Sumatera Barat",Kab,SMA,43,83,9,14,149, 28.9 , 55.7 , 6.0 , 9.4 ,315.1,11.4,15.9
1308,"Kab. Lima Puluh Koto, Sumatera Barat",Kab,SMA,65,168,21,14,268, 24.3 , 62.7 , 7.8 , 5.2 ,548.46,17.31,18.4
1306,"Kab. Padang Pariaman, Sumatera Barat",Kab,SMA,220,204,12,4,440, 50.0 , 46.4 , 2.7 , 0.9 ,503.61,16.74,22
1309,"Kab. Pasaman, Sumatera Barat",Kab,SMA,112,99,3,3,217, 51.6 , 45.6 , 1.4 , 1.4 ,487.36,12.57,17.6
1312,"Kab. Pasaman Barat, Sumatera Barat",Kab,SMA,145,115,8,7,275, 52.7 , 41.8 , 2.9 , 2.5 ,417.35,12.25,19.1
1302,"Kab. Pesisir Selatan, Sumatera Barat",Kab,SMA,148,255,60,55,518, 28.6 , 49.2 , 11.6 , 10.6 ,679.87,18.13,19.1
1304,"Kab. Sijunjung, Sumatera Barat",Kab,SMA,94,63,10,14,181, 51.9 , 34.8 , 5.5 , 7.7 ,332.31,11.92,18.2
1303,"Kab. Solok, Sumatera Barat",Kab,SMA,193,112,1,4,310, 62.3 , 36.1 , 0.3 , 1.3 ,326.14,13.14,17.4
1310,"Kab. Solok Selatan, Sumatera Barat",Kab,SMA,124,41,0,1,166, 74.7 , 24.7 , -   , 0.6 ,468.78,16.56,14
1305,"Kab. Tanah Datar, Sumatera Barat",Kab,SMA,184,139,3,13,339, 54.3 , 41.0 , 0.9 , 3.8 ,454.95,17.42,17.2
1375,"Kota Bukittinggi, Sumatera Barat",Kota,SMA,172,35,0,0,207, 83.1 , 16.9 , -   , -   ,609.82,18.27,9.2
1371,"Kota Padang, Sumatera Barat",Kota,SMA,476,282,37,44,839, 56.7 , 33.6 , 4.4 , 5.2 ,444.12,15.12,19.7
1374,"Kota Padang Panjang, Sumatera Barat",Kota,SMA,45,68,0,0,113, 39.8 , 60.2 , -   , -   ,393.71,15,14.1
1377,"Kota Pariaman, Sumatera Barat",Kota,SMA,72,77,3,0,152, 47.4 , 50.7 , 2.0 , -   ,646,17.86,12.3
1376,"Kota Payakumbuh, Sumatera Barat",Kota,SMA,114,49,0,0,163, 69.9 , 30.1 , -   , -   ,491.7,15.4,12.6
1373,"Kota Sawah Lunto, Sumatera Barat",Kota,SMA,20,36,2,0,58, 34.5 , 62.1 , 3.4 , -   ,325.75,12,11
1372,"Kota Solok, Sumatera Barat",Kota,SMA,57,70,0,0,127, 44.9 , 55.1 , -   , -   ,720.33,20.83,18.5
1607,"Kab. Banyuasin, Sumatera Selatan",Kab,SMA,170,264,10,32,476, 35.7 , 55.5 , 2.1 , 6.7 ,271.67,8,10.2
1604,"Kab. Lahat, Sumatera Selatan",Kab,SMA,162,238,19,44,463, 35.0 , 51.4 , 4.1 , 9.5 ,341.27,11.35,13.2
1603,"Kab. Muara Enim, Sumatera Selatan",Kab,SMA,271,100,13,17,401, 67.6 , 24.9 , 3.2 , 4.2 ,432.64,13.32,10.5
1606,"Kab. Musi Banyuasin, Sumatera Selatan",Kab,SMA,258,186,23,29,496, 52.0 , 37.5 , 4.6 , 5.8 ,252.69,7.49,15
1605,"Kab. Musi Rawas, Sumatera Selatan",Kab,SMA,118,178,7,5,308, 38.3 , 57.8 , 2.3 , 1.6 ,355.88,10.44,10.1
1610,"Kab. Ogan Ilir, Sumatera Selatan",Kab,SMA,56,227,23,17,323, 17.3 , 70.3 , 7.1 , 5.3 ,243.85,9.06,15.7
1602,"Kab. Ogan Komering Ilir, Sumatera Selatan",Kab,SMA,143,274,16,28,461, 31.0 , 59.4 , 3.5 , 6.1 ,331.74,8.62,14.8
1601,"Kab. Ogan Komering Ulu, Sumatera Selatan",Kab,SMA,108,183,17,9,317, 34.1 , 57.7 , 5.4 , 2.8 ,356.24,9.9,12.3
1608,"Kab. Ogan Komering Ulu Selatan, Sumatera Selatan",Kab,SMA,129,117,6,11,263, 49.0 , 44.5 , 2.3 , 4.2 ,300.72,8.32,3.3
1609,"Kab. Ogan Komering Ulu Timur, Sumatera Selatan",Kab,SMA,133,262,12,16,423, 31.4 , 61.9 , 2.8 , 3.8 ,300.13,8.44,8.8
1674,"Kota Lubuk Linggau, Sumatera Selatan",Kota,SMA,165,105,21,10,301, 54.8 , 34.9 , 7.0 , 3.3 ,336.46,11.33,13.5
1673,"Kota Pagar Alam, Sumatera Selatan",Kota,SMA,38,93,23,6,160, 23.8 , 58.1 , 14.4 , 3.8 ,503.11,13.22,6.8
1671,"Kota Palembang, Sumatera Selatan",Kota,SMA,945,569,44,71,1629, 58.0 , 34.9 , 2.7 , 4.4 ,409.43,12.43,22.3
1672,"Kota Prabumulih, Sumatera Selatan",Kota,SMA,67,126,6,0,199, 33.7 , 63.3 , 3.0 , -   ,347.53,12.27,7.4
1208,"Kab. Asahan, Sumatera Utara",Kab,SMA,337,144,7,7,495, 68.1 , 29.1 , 1.4 , 1.4 ,335.84,8.91,13.9
1219,"Kab. Batubara, Sumatera Utara",Kab,SMA,79,142,1,2,224, 35.3 , 63.4 , 0.4 , 0.9 ,319.41,9.95,18.1
1212,"Kab. Deli Serdang, Sumatera Utara",Kab,SMA,611,372,12,38,1033, 59.1 , 36.0 , 1.2 , 3.7 ,224.48,6.97,20.7
1211,"Kab. Karo, Sumatera Utara",Kab,SMA,147,199,13,7,366, 40.2 , 54.4 , 3.6 , 1.9 ,457.08,12.58,14.6
1223,"Kab. Labuhan Batu Utara, Sumatera Utara",Kab,SMA,126,92,7,0,225, 56.0 , 40.9 , 3.1 , -   ,452.6,12.13,18.1
1202,"Kab. Mandailing Natal, Sumatera Utara",Kab,SMA,142,114,15,5,276, 51.4 , 41.3 , 5.4 , 1.8 ,323.22,10.65,17.8
1220,"Kab. Padang Lawas utara, Sumatera Utara",Kab,SMA,46,91,0,0,137, 33.6 , 66.4 , -   , -   ,337.18,11.91,8.8
1216,"Kab. Pakpak Bharat, Sumatera Utara",Kab,SMA,24,38,4,4,70, 34.3 , 54.3 , 5.7 , 5.7 ,340.2,12.8,0
1218,"Kab. Serdang Bedagai, Sumatera Utara",Kab,SMA,189,131,7,14,341, 55.4 , 38.4 , 2.1 , 4.1 ,287.46,8.05,16.2
1203,"Kab. Tapanuli Selatan, Sumatera Utara",Kab,SMA,34,82,9,12,137, 24.8 , 59.9 , 6.6 , 8.8 ,391.33,10.58,0
1205,"Kab. Tapanuli Utara, Sumatera Utara",Kab,SMA,36,234,56,44,370, 9.7 , 63.2 , 15.1 , 11.9 ,482.63,13.17,18.3
1206,"Kab. Toba Samosir, Sumatera Utara",Kab,SMA,88,169,16,0,273, 32.2 , 61.9 , 5.9 , -   ,456.81,14.63,17.4
1276,"Kota Binjai, Sumatera Utara",Kota,SMA,137,140,17,17,311, 44.1 , 45.0 , 5.5 , 5.5 ,375.93,10.19,12
1278,"Kota Gunungsitoli, Sumatera Utara",Kota,SMA,79,58,7,2,146, 54.1 , 39.7 , 4.8 , 1.4 ,362.2,13,12.8
1275,"Kota Medan, Sumatera Utara",Kota,SMA,1568,910,26,18,2522, 62.2 , 36.1 , 1.0 , 0.7 ,345.98,10.45,8.7
1277,"Kota Padang Sidimpuan, Sumatera Utara",Kota,SMA,140,103,13,10,266, 52.6 , 38.7 , 4.9 , 3.8 ,437.12,14.24,18.3
1273,"Kota Pematangsiantar, Sumatera Utara",Kota,SMA,199,259,13,8,479, 41.5 , 54.1 , 2.7 , 1.7 ,517.27,14.43,18.6
1274,"Kota Tebing Tinggi, Sumatera Utara",Kota,SMA,134,95,3,1,233, 57.5 , 40.8 , 1.3 , 0.4 ,409.33,14.2,15.4
1107,"Kab. Aceh Barat, Aceh",Kab,SMA,51,165,3,1,220, 23.2 , 75.0 , 1.4 , 0.5 ,239.76,9.33,14.3
1112,"Kab. Aceh Barat Daya, Aceh",Kab,SMA,81,109,13,1,204, 39.7 , 53.4 , 6.4 , 0.5 ,345.93,12.8,11.1
1108,"Kab. Aceh Besar, Aceh",Kab,SMA,69,273,32,22,396, 17.4 , 68.9 , 8.1 , 5.6 ,176.37,7.9,12.5
1116,"Kab. Aceh Jaya, Aceh",Kab,SMA,10,58,12,17,97, 10.3 , 59.8 , 12.4 , 17.5 ,172.83,6.75,13.4
1103,"Kab. Aceh Selatan, Aceh",Kab,SMA,49,218,37,13,317, 15.5 , 68.8 , 11.7 , 4.1 ,235.03,8.26,14.2
1102,"Kab. Aceh Singkil, Aceh",Kab,SMA,29,110,3,1,143, 20.3 , 76.9 , 2.1 , 0.7 ,288,10.08,10.3
1115,"Kab. Nagan Raya, Aceh",Kab,SMA,70,117,1,10,198, 35.4 , 59.1 , 0.5 , 5.1 ,268.5,10.22,14.9
1101,"Kab. Simeulue, Aceh",Kab,SMA,8,95,25,29,157, 5.1 , 60.5 , 15.9 , 18.5 ,154.09,5.22,13.1
1173,"Kota Langsa, Aceh",Kota,SMA,96,42,0,25,163, 58.9 , 25.8 , -   , 15.3 ,488.44,17.78,13.3
1172,"Kota Sabang, Aceh",Kota,SMA,6,19,1,18,44, 13.6 , 43.2 , 2.3 , 40.9 ,343.33,7,13.6
1175,"Kota Subulussalam, Aceh",Kota,SMA,8,45,21,31,105, 7.6 , 42.9 , 20.0 , 29.5 ,254.33,6.08,8.6
3101,"Kab. Kepulauan Seribu, D.K.I. Jakarta",Kab,SMA,14,5,0,0,19, 73.7 , 26.3 , -   , -   ,482,20,
3512,"Kab. Situbondo, Jawa Timur",Kab,SMA,157,69,48,7,281, 55.9 , 24.6 , 17.1 , 2.5 ,598.75,16.44,16
3574,"Kota Probolinggo, Jawa Timur",Kota,SMA,68,83,1,0,152, 44.7 , 54.6 , 0.7 , -   ,353.09,12.82,15.9
6105,"Kab. Sanggau, Kalimantan Barat",Kab,SMA,142,113,5,4,264, 53.8 , 42.8 , 1.9 , 1.5 ,342.13,10.39,14.8
6107,"Kab. Sintang, Kalimantan Barat",Kab,SMA,103,145,33,50,331, 31.1 , 43.8 , 10.0 , 15.1 ,282.07,8.2,12.8
6307,"Kab. Hulu Sungai Tengah, Kalimantan Selatan",Kab,SMA,66,80,0,0,146, 45.2 , 54.8 , -   , -   ,420.3,13.9,11.8
6308,"Kab. Hulu Sungai Utara, Kalimantan Selatan",Kab,SMA,43,39,0,0,82, 52.4 , 47.6 , -   , -   ,328.5,12.67,11.3
6302,"Kab. Kota Baru, Kalimantan Selatan",Kab,SMA,127,107,4,2,240, 52.9 , 44.6 , 1.7 , 0.8 ,235.56,8.33,12.3
6305,"Kab. Tapin, Kalimantan Selatan",Kab,SMA,11,69,0,5,85, 12.9 , 81.2 , -   , 5.9 ,301.71,10.86,9.2
6201,"Kab. Kotawaringin Barat, Kalimantan Tengah",Kab,SMA,130,38,3,5,176, 73.9 , 21.6 , 1.7 , 2.8 ,347.85,12.85,10.2
6206,"Kab. Sukamara, Kalimantan Tengah",Kab,SMA,39,18,0,0,57, 68.4 , 31.6 , -   , -   ,233.2,10.6,8
6411,"Kab. Mahakam Ulu, Kalimantan Timur",Kab,SMA,11,23,3,0,37, 29.7 , 62.2 , 8.1 , -   ,127.33,3.17,12.6
2105,"Kab. Kepulauan Anambas, Kepulauan Riau",Kab,SMA,5,40,0,0,45, 11.1 , 88.9 , -   , -   ,259.4,9,11.3
2104,"Kab. Lingga, Kepulauan Riau",Kab,SMA,27,88,10,0,125, 21.6 , 70.4 , 8.0 , -   ,230.36,9.45,15.1
2103,"Kab. Natuna, Kepulauan Riau",Kab,SMA,84,54,3,0,141, 59.6 , 38.3 , 2.1 , -   ,198.92,8.46,13.4
1801,"Kab. Lampung Barat, Lampung",Kab,SMA,81,112,4,12,209, 38.8 , 53.6 , 1.9 , 5.7 ,344.25,12.44,9.3
1811,"Kab. Mesuji, Lampung",Kab,SMA,25,68,5,11,109, 22.9 , 62.4 , 4.6 , 10.1 ,235.33,6.17,11.5
1809,"Kab. Pesawaran, Lampung",Kab,SMA,88,114,11,7,220, 40.0 , 51.8 , 5.0 , 3.2 ,279.53,9.68,13.9
1813,"Kab. Pesisir Barat, Lampung",Kab,SMA,55,48,12,18,133, 41.4 , 36.1 , 9.0 , 13.5 ,302.67,8.75,10.1
1812,"Kab. Tulang Bawang Barat, Lampung",Kab,SMA,70,74,15,6,165, 42.4 , 44.8 , 9.1 , 3.6 ,285.21,9.36,9.6
8104,"Kab. Buru, Maluku",Kab,SMA,60,95,0,10,165, 36.4 , 57.6 , -   , 6.1 ,406.17,12.17,9.6
8105,"Kab. Kepulauan Aru, Maluku",Kab,SMA,24,73,13,5,115, 20.9 , 63.5 , 11.3 , 4.3 ,259.7,8.2,9.9
8108,"Kab. Maluku Barat Daya, Maluku",Kab,SMA,23,66,33,12,134, 17.2 , 49.3 , 24.6 , 9.0 ,139.42,2.95,18.8
8107,"Kab. Seram Bagian Timur, Maluku",Kab,SMA,15,91,22,18,146, 10.3 , 62.3 , 15.1 , 12.3 ,198.58,5.21,12.2
8172,"Kota Tual, Maluku",Kota,SMA,28,59,20,16,123, 22.8 , 48.0 , 16.3 , 13.0 ,281.27,10.55,0
8208,"Kab. Pulau Taliabu, Maluku Utara",Kab,SMA,2,43,2,3,50, 4.0 , 86.0 , 4.0 , 6.0 ,213.2,5.6,9.6
5308,"Kab. Lembata, Nusa Tenggara Timur",Kab,SMA,78,36,13,13,140, 55.7 , 25.7 , 9.3 , 9.3 ,309.36,8.09,8.2
5321,"Kab. Malaka, Nusa Tenggara Timur",Kab,SMA,48,102,23,37,210, 22.9 , 48.6 , 11.0 , 17.6 ,354.86,7.71,11.7
5312,"Kab. Ngada, Nusa Tenggara Timur",Kab,SMA,56,120,2,24,202, 27.7 , 59.4 , 1.0 , 11.9 ,590.78,17,9.1
5320,"Kab. Sabu Raijua, Nusa Tenggara Timur",Kab,SMA,58,58,7,5,128, 45.3 , 45.3 , 5.5 , 3.9 ,394,11.13,13.9
5317,"Kab. Sumba Barat Daya, Nusa Tenggara Timur",Kab,SMA,37,176,11,44,268, 13.8 , 65.7 , 4.1 , 16.4 ,582.55,14.45,13.1
5305,"Kab. Timor Tengah Utara, Nusa Tenggara Timur",Kab,SMA,104,164,10,49,327, 31.8 , 50.2 , 3.1 , 15.0 ,271.76,9.24,10
9415,"Kab. Asmat, Papua",Kab,SMA,4,37,1,0,42, 9.5 , 88.1 , 2.4 , -   ,284,11.5,9.7
9413,"Kab. Boven Digoel, Papua",Kab,SMA,32,16,0,0,48, 66.7 , 33.3 , -   , -   ,227.33,8.33,6.6
9436,"Kab. Deiyai, Papua",Kab,SMA,4,9,3,2,18, 22.2 , 50.0 , 16.7 , 11.1 ,83,6.5,13.5
9434,"Kab. Dogiyai, Papua",Kab,SMA,7,5,2,4,18, 38.9 , 27.8 , 11.1 , 22.2 ,202,5.5,15.1
9402,"Kab. Jaya Wijaya, Papua",Kab,SMA,63,59,4,3,129, 48.8 , 45.7 , 3.1 , 2.3 ,284.92,8.67,1.5
9403,"Kab. Jayapura, Papua",Kab,SMA,36,117,6,13,172, 20.9 , 68.0 , 3.5 , 7.6 ,282.2,9.8,5.4
9420,"Kab. Keerom, Papua",Kab,SMA,30,29,5,0,64, 46.9 , 45.3 , 7.8 , -   ,190.63,7.25,10.7
9430,"Kab. Lanny Jaya, Papua",Kab,SMA,4,13,3,18,38, 10.5 , 34.2 , 7.9 , 47.4 ,140,4.33,0
9414,"Kab. Mappi, Papua",Kab,SMA,0,47,10,10,67, -   , 70.1 , 14.9 , 14.9 ,360.17,7.83,9.3
9401,"Kab. Merauke, Papua",Kab,SMA,89,106,5,7,207, 43.0 , 51.2 , 2.4 , 3.4 ,355.94,10.31,12.6
9410,"Kab. Paniai, Papua",Kab,SMA,1,29,19,2,51, 2.0 , 56.9 , 37.3 , 3.9 ,191.67,6.83,0
9417,"Kab. Pegunungan Bintang, Papua",Kab,SMA,6,13,0,2,21, 28.6 , 61.9 , -   , 9.5 ,98,7,9.5
9433,"kab. Puncak, Papua",Kab,SMA,0,7,0,0,7, -   , 100.0 , -   , -   ,89,3,3.8
9411,"Kab. Puncak Jaya, Papua",Kab,SMA,5,8,0,1,14, 35.7 , 57.1 , -   , 7.1 ,271.5,6.5,7.3
9419,"Kab. Sarmi, Papua",Kab,SMA,12,31,0,0,43, 27.9 , 72.1 , -   , -   ,276.25,9.5,4.1
9427,"Kab. Supiori, Papua",Kab,SMA,14,28,5,4,51, 27.5 , 54.9 , 9.8 , 7.8 ,168.33,6,5
9418,"Kab. Tolikara, Papua",Kab,SMA,3,31,0,0,34, 8.8 , 91.2 , -   , -   ,201.5,7,0
9426,"Kab. Waropen, Papua",Kab,SMA,25,3,0,1,29, 86.2 , 10.3 , -   , 3.4 ,302.5,17.5,8.9
9416,"Kab. Yahukimo, Papua",Kab,SMA,8,32,0,0,40, 20.0 , 80.0 , -   , -   ,149.5,5.5,6.9
9432,"Kab. Yalimo, Papua",Kab,SMA,4,19,2,0,25, 16.0 , 76.0 , 8.0 , -   ,105.83,3.5,0
9101,"Kab. Fak-Fak, Papua Barat",Kab,SMA,38,59,5,0,102, 37.3 , 57.8 , 4.9 , -   ,395.67,14,10.2
