Kode,Provinsi,Kabupaten,Jenjang,Baik,Rusak_Ringan,Rusak_Sedang,Rusak_Berat,Jumlah,pct_Baik,pct_Rusak_Ringan,pct_Rusak_Sedang,pct_Rusak_Berat,Rasio_siswa,Rasio_ruang_kelas,pct_anggaran_2016
3576,"Kota Mojokerto, Jawa Timur",Kota,SD,135,259,15,11,420, 32.1 , 61.7 , 3.6 , 2.6 ,234.23,6.75,13
3575,"Kota Pasuruan, Jawa Timur",Kota,SD,233,482,14,16,745, 31.3 , 64.7 , 1.9 , 2.1 ,298.64,10.88,11.3
3578,"Kota Surabaya, Jawa Timur",Kota,SD,3596,3843,171,334,7944, 45.3 , 48.4 , 2.2 , 4.2 ,348.98,9.11,17.6
6102,"Kab. Bengkayang, Kalimantan Barat",Kab,SD,237,939,246,326,1748, 13.6 , 53.7 , 14.1 , 18.6 ,137.78,5.07,11.7
6108,"Kab. Kapuas Hulu, Kalimantan Barat",Kab,SD,482,1277,303,204,2266, 21.3 , 56.4 , 13.4 , 9.0 ,79.99,4.94,9.9
6111,"Kab. Kayong Utara, Kalimantan Barat",Kab,SD,164,473,44,41,722, 22.7 , 65.5 , 6.1 , 5.7 ,141.73,6.32,12.3
6106,"Kab. Ketapang, Kalimantan Barat",Kab,SD,671,1749,394,367,3181, 21.1 , 55.0 , 12.4 , 11.5 ,124.11,5.07,9.1
6112,"Kab. Kuburaya, Kalimantan Barat",Kab,SD,519,1129,331,464,2443, 21.2 , 46.2 , 13.5 , 19.0 ,154.45,5.72,15.1
6103,"Kab. Landak, Kalimantan Barat",Kab,SD,422,1349,398,454,2623, 16.1 , 51.4 , 15.2 , 17.3 ,108.13,4.57,12.6
6110,"Kab. Melawi, Kalimantan Barat",Kab,SD,164,722,213,339,1438, 11.4 , 50.2 , 14.8 , 23.6 ,102.72,4.69,9.6
6104,"Kab. Mempawah, Kalimantan Barat",Kab,SD,335,688,93,175,1291, 25.9 , 53.3 , 7.2 , 13.6 ,147.14,5.83,12.5
6101,"Kab. Sambas, Kalimantan Barat",Kab,SD,583,1684,308,306,2881, 20.2 , 58.5 , 10.7 , 10.6 ,177.13,5.99,13.1
6109,"Kab. Sekadau, Kalimantan Barat",Kab,SD,400,853,112,87,1452, 27.5 , 58.7 , 7.7 , 6.0 ,111.95,5.47,10.4
6171,"Kota Pontianak, Kalimantan Barat",Kota,SD,802,829,96,75,1802, 44.5 , 46.0 , 5.3 , 4.2 ,407.72,10.64,18.6
6172,"Kota Singkawang, Kalimantan Barat",Kota,SD,412,540,42,50,1044, 39.5 , 51.7 , 4.0 , 4.8 ,278.37,10.55,14.5
6311,"Kab. Balangan, Kalimantan Selatan",Kab,SD,279,742,42,20,1083, 25.8 , 68.5 , 3.9 , 1.8 ,73.34,5.94,12
6303,"Kab. Banjar, Kalimantan Selatan",Kab,SD,498,1382,206,278,2364, 21.1 , 58.5 , 8.7 , 11.8 ,185.57,6.88,14.7
6304,"Kab. Barito Kuala, Kalimantan Selatan",Kab,SD,355,1054,239,144,1792, 19.8 , 58.8 , 13.3 , 8.0 ,110.79,6.13,11.9
6306,"Kab. Hulu Sungai Selatan, Kalimantan Selatan",Kab,SD,473,948,38,68,1527, 31.0 , 62.1 , 2.5 , 4.5 ,82.83,6.09,11.4
6309,"Kab. Tabalong, Kalimantan Selatan",Kab,SD,465,833,116,141,1555, 29.9 , 53.6 , 7.5 , 9.1 ,116.96,6.49,15.8
6310,"Kab. Tanah Bumbu, Kalimantan Selatan",Kab,SD,563,936,64,111,1674, 33.6 , 55.9 , 3.8 , 6.6 ,183.72,7.31,12.8
6301,"Kab. Tanah Laut, Kalimantan Selatan",Kab,SD,323,1033,110,324,1790, 18.0 , 57.7 , 6.1 , 18.1 ,155.05,6.32,14.4
6372,"Kota Banjarbaru, Kalimantan Selatan",Kota,SD,428,497,8,21,954, 44.9 , 52.1 , 0.8 , 2.2 ,311.53,11.04,12.2
6371,"Kota Banjarmasin, Kalimantan Selatan",Kota,SD,844,1172,57,182,2255, 37.4 , 52.0 , 2.5 , 8.1 ,244.34,7.92,19.5
6204,"Kab. Barito Selatan, Kalimantan Tengah",Kab,SD,281,618,96,73,1068, 26.3 , 57.9 , 9.0 , 6.8 ,84.87,5.81,16.5
6212,"Kab. Barito Timur, Kalimantan Tengah",Kab,SD,231,563,65,68,927, 24.9 , 60.7 , 7.0 , 7.3 ,80.58,5.34,9.8
6205,"Kab. Barito Utara, Kalimantan Tengah",Kab,SD,245,659,101,88,1093, 22.4 , 60.3 , 9.2 , 8.1 ,99.64,5.89,13.1
6211,"Kab. Gunung Mas, Kalimantan Tengah",Kab,SD,189,766,69,120,1144, 16.5 , 67.0 , 6.0 , 10.5 ,89.26,5.74,13.4
6203,"Kab. Kapuas, Kalimantan Tengah",Kab,SD,362,1359,254,326,2301, 15.7 , 59.1 , 11.0 , 14.2 ,93.27,5.52,11.8
6209,"Kab. Katingan, Kalimantan Tengah",Kab,SD,517,734,31,35,1317, 39.3 , 55.7 , 2.4 , 2.7 ,104.82,5.89,12.3
6202,"Kab. Kotawaringin Timur, Kalimantan Tengah",Kab,SD,690,1440,223,169,2522, 27.4 , 57.1 , 8.8 , 6.7 ,153.4,6.12,12.9
6207,"Kab. Lamandau, Kalimantan Tengah",Kab,SD,132,458,50,52,692, 19.1 , 66.2 , 7.2 , 7.5 ,87.5,5.45,9.8
6213,"Kab. Murung Raya, Kalimantan Tengah",Kab,SD,287,570,119,95,1071, 26.8 , 53.2 , 11.1 , 8.9 ,94.2,5.31,11.8
6210,"Kab. Pulang Pisau, Kalimantan Tengah",Kab,SD,268,594,105,166,1133, 23.7 , 52.4 , 9.3 , 14.7 ,77.85,5.31,11.4
6208,"Kab. Seruyan, Kalimantan Tengah",Kab,SD,379,699,56,71,1205, 31.5 , 58.0 , 4.6 , 5.9 ,125.13,6.66,9.7
6271,"Kota Palangka Raya, Kalimantan Tengah",Kota,SD,281,671,50,111,1113, 25.2 , 60.3 , 4.5 , 10.0 ,215.6,8.65,12.4
6405,"Kab. Berau, Kalimantan Timur",Kab,SD,433,768,47,29,1277, 33.9 , 60.1 , 3.7 , 2.3 ,176.92,7.07,15.3
6402,"Kab. Kutai Barat, Kalimantan Timur",Kab,SD,498,748,117,53,1416, 35.2 , 52.8 , 8.3 , 3.7 ,97.99,5.86,5.6
6403,"Kab. Kutai Kartanegara, Kalimantan Timur",Kab,SD,1356,2320,217,262,4155, 32.6 , 55.8 , 5.2 , 6.3 ,195.53,8.39,15.1
6404,"Kab. Kutai Timur, Kalimantan Timur",Kab,SD,711,1047,143,96,1997, 35.6 , 52.4 , 7.2 , 4.8 ,215.15,7.91,15.8
6401,"Kab. Paser, Kalimantan Timur",Kab,SD,454,865,68,107,1494, 30.4 , 57.9 , 4.6 , 7.2 ,146.49,6.3,14.4
6409,"Kab. Penajam Paser Utara, Kalimantan Timur",Kab,SD,331,520,41,16,908, 36.5 , 57.3 , 4.5 , 1.8 ,205.22,7.92,15.7
6471,"Kota Balikpapan, Kalimantan Timur",Kota,SD,935,776,9,27,1747, 53.5 , 44.4 , 0.5 , 1.5 ,384.44,8.88,16
6474,"Kota Bontang, Kalimantan Timur",Kota,SD,395,203,11,17,626, 63.1 , 32.4 , 1.8 , 2.7 ,348.75,9.7,14.9
6472,"Kota Samarinda, Kalimantan Timur",Kota,SD,1045,1076,57,87,2265, 46.1 , 47.5 , 2.5 , 3.8 ,405.84,8.78,18
6502,"Kab. Bulungan, Kalimantan Utara",Kab,SD,123,514,100,167,904, 13.6 , 56.9 , 11.1 , 18.5 ,128.71,6.13,16.9
6501,"Kab. Malinau, Kalimantan Utara",Kab,SD,162,449,21,61,693, 23.4 , 64.8 , 3.0 , 8.8 ,102.88,6.29,12.6
6504,"Kab. Nunukan, Kalimantan Utara",Kab,SD,219,649,71,69,1008, 21.7 , 64.4 , 7.0 , 6.8 ,168.64,6.61,13.2
6571,"Kota Tarakan, Kalimantan Utara",Kota,SD,424,252,4,32,712, 59.6 , 35.4 , 0.6 , 4.5 ,434.43,11.2,17.1
2102,"Kab. Bintan, Kepulauan Riau",Kab,SD,152,493,43,79,767, 19.8 , 64.3 , 5.6 , 10.3 ,198.54,7.58,15.3
2101,"Kab. Karimun, Kepulauan Riau",Kab,SD,442,519,73,61,1095, 40.4 , 47.4 , 6.7 , 5.6 ,203.58,7.76,16.7
2171,"Kota Batam, Kepulauan Riau",Kota,SD,1852,1687,105,57,3701, 50.0 , 45.6 , 2.8 , 1.5 ,402.25,9.61,19.8
2172,"Kota Tanjungpinang, Kepulauan Riau",Kota,SD,260,328,23,53,664, 39.2 , 49.4 , 3.5 , 8.0 ,355.25,8.25,13.1
1803,"Kab. Lampung Selatan, Lampung",Kab,SD,892,2135,223,324,3574, 25.0 , 59.7 , 6.2 , 9.1 ,204.85,6.22,11.1
1805,"Kab. Lampung Tengah, Lampung",Kab,SD,1016,3316,510,672,5514, 18.4 , 60.1 , 9.2 , 12.2 ,177.62,6.54,19
1804,"Kab. Lampung Timur, Lampung",Kab,SD,592,2513,518,652,4275, 13.8 , 58.8 , 12.1 , 15.3 ,166.69,6.04,11.8
1806,"Kab. Lampung Utara, Lampung",Kab,SD,324,1657,441,593,3015, 10.7 , 55.0 , 14.6 , 19.7 ,157.35,6.2,20
1810,"Kab. Pringsewu, Lampung",Kab,SD,587,963,132,254,1936, 30.3 , 49.7 , 6.8 , 13.1 ,150.18,6.07,12.9
1802,"Kab. Tanggamus, Lampung",Kab,SD,586,1589,247,390,2812, 20.8 , 56.5 , 8.8 , 13.9 ,146.8,5.58,13.8
1808,"Kab. Tulang Bawang, Lampung",Kab,SD,266,890,210,289,1655, 16.1 , 53.8 , 12.7 , 17.5 ,229.88,6.3,9.6
1807,"Kab. Way Kanan, Lampung",Kab,SD,267,1200,297,526,2290, 11.7 , 52.4 , 13.0 , 23.0 ,162.2,5.09,13.3
1871,"Kota Bandar Lampung, Lampung",Kota,SD,1153,1223,60,100,2536, 45.5 , 48.2 , 2.4 , 3.9 ,387.08,8.64,17.9
1872,"Kota Metro, Lampung",Kota,SD,234,326,32,38,630, 37.1 , 51.7 , 5.1 , 6.0 ,282.63,9.7,12.3
8109,"Kab. Buru Selatan, Maluku",Kab,SD,191,248,25,94,558, 34.2 , 44.4 , 4.5 , 16.8 ,119.28,5.07,10.2
8103,"Kab. Maluku Tengah, Maluku",Kab,SD,492,1679,156,215,2542, 19.4 , 66.1 , 6.1 , 8.5 ,129.85,5.88,15
8102,"Kab. Maluku Tenggara, Maluku",Kab,SD,280,450,70,87,887, 31.6 , 50.7 , 7.9 , 9.8 ,111.44,5.69,0
8101,"Kab. Maluku Tenggara Barat, Maluku",Kab,SD,124,430,85,185,824, 15.0 , 52.2 , 10.3 , 22.5 ,152.3,5.73,0
8106,"Kab. Seram Bagian Barat, Maluku",Kab,SD,287,668,166,253,1374, 20.9 , 48.6 , 12.1 , 18.4 ,134.59,6.21,11.7
8171,"Kota Ambon, Maluku",Kota,SD,242,746,119,119,1226, 19.7 , 60.8 , 9.7 , 9.7 ,190.14,5.75,23.1
8201,"Kab. Halmahera Barat, Maluku Utara",Kab,SD,156,649,127,119,1051, 14.8 , 61.8 , 12.1 , 11.3 ,90.73,4.79,2.2
8204,"Kab. Halmahera Selatan, Maluku Utara",Kab,SD,229,878,172,417,1696, 13.5 , 51.8 , 10.1 , 24.6 ,132.19,4.6,7.6
8202,"Kab. Halmahera Tengah, Maluku Utara",Kab,SD,64,287,51,58,460, 13.9 , 62.4 , 11.1 , 12.6 ,122.69,6.05,8.7
8206,"Kab. Halmahera Timur, Maluku Utara",Kab,SD,87,282,122,132,623, 14.0 , 45.3 , 19.6 , 21.2 ,132.05,4.7,6.8
8205,"Kab. halmahera Utara, Maluku Utara",Kab,SD,244,685,78,214,1221, 20.0 , 56.1 , 6.4 , 17.5 ,121.32,5.05,0.7
8207,"Kab. Kepulauan Morotai, Maluku Utara",Kab,SD,178,203,37,38,456, 39.0 , 44.5 , 8.1 , 8.3 ,118.27,4.81,8
8203,"Kab. Kepulauan Sula, Maluku Utara",Kab,SD,185,263,77,121,646, 28.6 , 40.7 , 11.9 , 18.7 ,133.2,4.77,9
8271,"Kota Ternate, Maluku Utara",Kota,SD,245,425,27,54,751, 32.6 , 56.6 , 3.6 , 7.2 ,195.82,6.39,18
8272,"Kota Tidore Kepulauan, Maluku Utara",Kota,SD,204,437,83,58,782, 26.1 , 55.9 , 10.6 , 7.4 ,117.21,6.7,14.9
5206,"Kab. Bima, Nusa Tenggara Barat",Kab,SD,258,1420,415,502,2595, 9.9 , 54.7 , 16.0 , 19.3 ,140.71,5.18,14.3
5205,"Kab. Dompu, Nusa Tenggara Barat",Kab,SD,274,759,126,320,1479, 18.5 , 51.3 , 8.5 , 21.6 ,149.48,5.35,16.5
5201,"Kab. Lombok Barat, Nusa Tenggara Barat",Kab,SD,494,1543,211,167,2415, 20.5 , 63.9 , 8.7 , 6.9 ,182.24,5.98,13.9
5202,"Kab. Lombok Tengah, Nusa Tenggara Barat",Kab,SD,775,1995,360,644,3774, 20.5 , 52.9 , 9.5 , 17.1 ,147.58,5.32,19.8
5203,"Kab. Lombok Timur, Nusa Tenggara Barat",Kab,SD,1256,2816,363,613,5048, 24.9 , 55.8 , 7.2 , 12.1 ,170.29,5.95,15.1
5208,"Kab. Lombok Utara, Nusa Tenggara Barat",Kab,SD,447,495,37,38,1017, 44.0 , 48.7 , 3.6 , 3.7 ,165.87,6.21,10.1
5204,"Kab. Sumbawa, Nusa Tenggara Barat",Kab,SD,676,1205,200,281,2362, 28.6 , 51.0 , 8.5 , 11.9 ,135.75,5.56,12.9
5207,"Kab. Sumbawa Barat, Nusa Tenggara Barat",Kab,SD,210,434,47,30,721, 29.1 , 60.2 , 6.5 , 4.2 ,157.97,6.73,10
5272,"Kota Bima, Nusa Tenggara Barat",Kota,SD,244,362,44,63,713, 34.2 , 50.8 , 6.2 , 8.8 ,204.33,8.23,17.2
5271,"Kota Mataram, Nusa Tenggara Barat",Kota,SD,356,867,68,106,1397, 25.5 , 62.1 , 4.9 , 7.6 ,269.76,7.63,15
5307,"Kab. Alor, Nusa Tenggara Timur",Kab,SD,134,646,266,570,1616, 8.3 , 40.0 , 16.5 , 35.3 ,112.74,3.97,13.3
5306,"Kab. Belu, Nusa Tenggara Timur",Kab,SD,374,804,107,183,1468, 25.5 , 54.8 , 7.3 , 12.5 ,225.35,9.03,9.5
5311,"Kab. Ende, Nusa Tenggara Timur",Kab,SD,429,1167,240,407,2243, 19.1 , 52.0 , 10.7 , 18.1 ,111.7,5.3,15.8
5309,"Kab. Flores Timur, Nusa Tenggara Timur",Kab,SD,361,1008,272,300,1941, 18.6 , 51.9 , 14.0 , 15.5 ,128.14,6,10.6
5303,"Kab. Kupang, Nusa Tenggara Timur",Kab,SD,508,1180,231,580,2499, 20.3 , 47.2 , 9.2 , 23.2 ,149.82,5.48,8.2
5313,"Kab. Manggarai, Nusa Tenggara Timur",Kab,SD,481,1217,171,283,2152, 22.4 , 56.6 , 7.9 , 13.2 ,228.18,7.99,11.4
5315,"Kab. Manggarai Barat, Nusa Tenggara Timur",Kab,SD,346,927,230,509,2012, 17.2 , 46.1 , 11.4 , 25.3 ,163.98,5.76,6
5319,"Kab. Manggarai Timur, Nusa Tenggara Timur",Kab,SD,497,1067,294,434,2292, 21.7 , 46.6 , 12.8 , 18.9 ,151.35,5.73,16.6
5318,"Kab. Nagakeo, Nusa Tenggara Timur",Kab,SD,281,581,99,212,1173, 24.0 , 49.5 , 8.4 , 18.1 ,121.45,5.59,8.7
5314,"Kab. Rote-Ndao, Nusa Tenggara Timur",Kab,SD,123,607,108,216,1054, 11.7 , 57.6 , 10.2 , 20.5 ,153.44,6.32,9.1
5310,"Kab. Sikka, Nusa Tenggara Timur",Kab,SD,457,1169,259,469,2354, 19.4 , 49.7 , 11.0 , 19.9 ,135.93,5.5,11.8
5301,"Kab. Sumba Barat, Nusa Tenggara Timur",Kab,SD,98,391,155,316,960, 10.2 , 40.7 , 16.1 , 32.9 ,258.79,7.17,14.6
5316,"Kab. Sumba Tengah, Nusa Tenggara Timur",Kab,SD,100,418,93,96,707, 14.1 , 59.1 , 13.2 , 13.6 ,168.58,6.46,9.7
5302,"Kab. Sumba Timur, Nusa Tenggara Timur",Kab,SD,281,1154,238,292,1965, 14.3 , 58.7 , 12.1 , 14.9 ,158.51,5.43,13.1
5304,"Kab. Timor Tengah Selatan, Nusa Tenggara Timur",Kab,SD,445,1941,564,748,3698, 12.0 , 52.5 , 15.3 , 20.2 ,161.26,5.69,12.4
5371,"Kota Kupang, Nusa Tenggara Timur",Kota,SD,431,679,62,54,1226, 35.2 , 55.4 , 5.1 , 4.4 ,318.75,8.31,12.6
9409,"Kab. Biak Numfor, Papua",Kab,SD,320,628,48,111,1107, 28.9 , 56.7 , 4.3 , 10.0 ,138.17,5.56,9.8
9408,"Kab. Kepulauan Yapen, Papua",Kab,SD,73,416,49,290,828, 8.8 , 50.2 , 5.9 , 35.0 ,123.94,4.01,11.5
9412,"Kab. Mimika, Papua",Kab,SD,409,496,139,135,1179, 34.7 , 42.1 , 11.8 , 11.5 ,279.77,6.26,10.5
9404,"Kab. Nabire, Papua",Kab,SD,236,495,47,126,904, 26.1 , 54.8 , 5.2 , 13.9 ,195.39,6.44,13.9
9403,"Kota Jayapura, Papua",Kota,SD,350,630,55,39,1074, 32.6 , 58.7 , 5.1 , 3.6 ,155.57,4.89,5.4
9107,"Kab. Sorong, Papua Barat",Kab,SD,132,432,60,106,730, 18.1 , 59.2 , 8.2 , 14.5 ,109.32,4.62,9.9
1408,"Kab. Bengkalis, Riau",Kab,SD,883,1696,199,206,2984, 29.6 , 56.8 , 6.7 , 6.9 ,231.02,7.84,15.6
1403,"Kab. Indragiri Hilir, Riau",Kab,SD,875,1964,358,361,3558, 24.6 , 55.2 , 10.1 , 10.1 ,151.19,5.81,14.5
1402,"Kab. Indragiri Hulu, Riau",Kab,SD,725,1369,174,231,2499, 29.0 , 54.8 , 7.0 , 9.2 ,195.54,7.29,13.7
1406,"Kab. Kampar, Riau",Kab,SD,1023,2148,319,454,3944, 25.9 , 54.5 , 8.1 , 11.5 ,211.11,7.46,22.3
1410,"Kab. Kepulauan Meranti, Riau",Kab,SD,195,718,155,141,1209, 16.1 , 59.4 , 12.8 , 11.7 ,129.15,5.99,17.3
1401,"Kab. Kuantan Singingi, Riau",Kab,SD,534,1231,84,77,1926, 27.7 , 63.9 , 4.4 , 4.0 ,168.12,7.49,23.8
1404,"Kab. Pelalawan, Riau",Kab,SD,692,1123,87,60,1962, 35.3 , 57.2 , 4.4 , 3.1 ,231.29,8,18.4
1409,"Kab. Rokan Hilir, Riau",Kab,SD,724,2046,284,408,3462, 20.9 , 59.1 , 8.2 , 11.8 ,237.36,8.18,11.4
1407,"Kab. Rokan Hulu, Riau",Kab,SD,678,1866,219,276,3039, 22.3 , 61.4 , 7.2 , 9.1 ,211.94,7.14,13
1405,"Kab. Siak, Riau",Kab,SD,608,1391,165,158,2322, 26.2 , 59.9 , 7.1 , 6.8 ,277.31,9.54,15.7
1473,"Kota Dumai, Riau",Kota,SD,446,603,33,75,1157, 38.5 , 52.1 , 2.9 , 6.5 ,382.61,9.81,20.8
1471,"Kota Pekanbaru, Riau",Kota,SD,2007,1136,70,91,3304, 60.7 , 34.4 , 2.1 , 2.8 ,404.98,9.59,16.5
7601,"Kab. Majene, Sulawesi Barat",Kab,SD,375,640,123,106,1244, 30.1 , 51.4 , 9.9 , 8.5 ,128.85,6.29,13.4
7603,"Kab. Mamasa, Sulawesi Barat",Kab,SD,170,544,206,709,1629, 10.4 , 33.4 , 12.6 , 43.5 ,86.26,5.26,10.7
7604,"Kab. Mamuju, Sulawesi Barat",Kab,SD,429,1010,233,318,1990, 21.6 , 50.8 , 11.7 , 16.0 ,121.78,5.04,4.7
7606,"Kab. Mamuju Tengah, Sulawesi Barat",Kab,SD,121,316,131,216,784, 15.4 , 40.3 , 16.7 , 27.6 ,135.33,5.1,1.6
7605,"Kab. Mamuju Utara, Sulawesi Barat",Kab,SD,190,528,83,138,939, 20.2 , 56.2 , 8.8 , 14.7 ,158.98,5.71,2.3
7602,"Kab. Polewali Mandar, Sulawesi Barat",Kab,SD,637,1199,179,294,2309, 27.6 , 51.9 , 7.8 , 12.7 ,155.31,6.05,12.8
7303,"Kab. Bantaeng, Sulawesi Selatan",Kab,SD,167,587,118,216,1088, 15.3 , 54.0 , 10.8 , 19.9 ,148.27,6.07,12.3
7310,"Kab. Barru, Sulawesi Selatan",Kab,SD,287,816,112,74,1289, 22.3 , 63.3 , 8.7 , 5.7 ,94.97,6.04,18.3
7311,"Kab. Bone, Sulawesi Selatan",Kab,SD,1502,2388,175,334,4399, 34.1 , 54.3 , 4.0 , 7.6 ,118.18,6.3,9.6
7302,"Kab. Bulukumba, Sulawesi Selatan",Kab,SD,405,1500,231,254,2390, 16.9 , 62.8 , 9.7 , 10.6 ,135.74,6.06,18.8
7316,"Kab. Enrekang, Sulawesi Selatan",Kab,SD,158,729,239,453,1579, 10.0 , 46.2 , 15.1 , 28.7 ,121.14,6.28,12.9
7306,"Kab. Gowa, Sulawesi Selatan",Kab,SD,615,1515,230,389,2749, 22.4 , 55.1 , 8.4 , 14.2 ,188.1,5.83,18.3
7304,"Kab. Jeneponto, Sulawesi Selatan",Kab,SD,264,967,245,382,1858, 14.2 , 52.0 , 13.2 , 20.6 ,155.73,5.42,14.3
7301,"Kab. Kepulauan Selayar, Sulawesi Selatan",Kab,SD,189,585,81,54,909, 20.8 , 64.4 , 8.9 , 5.9 ,121.3,6.17,4.7
7317,"Kab. Luwu, Sulawesi Selatan",Kab,SD,422,934,240,404,2000, 21.1 , 46.7 , 12.0 , 20.2 ,162.67,6.07,15.5
7325,"Kab. Luwu Timur, Sulawesi Selatan",Kab,SD,394,916,84,81,1475, 26.7 , 62.1 , 5.7 , 5.5 ,213.95,9.03,17.3
7322,"Kab. Luwu Utara, Sulawesi Selatan",Kab,SD,180,1065,220,292,1757, 10.2 , 60.6 , 12.5 , 16.6 ,146.32,6.47,16.3
7308,"Kab. Maros, Sulawesi Selatan",Kab,SD,510,978,112,126,1726, 29.5 , 56.7 , 6.5 , 7.3 ,154.49,6.05,10.7
7309,"Kab. Pangkajene Kepulauan, Sulawesi Selatan",Kab,SD,511,1044,129,228,1912, 26.7 , 54.6 , 6.7 , 11.9 ,132.04,5.82,14.5
7315,"Kab. Pinrang, Sulawesi Selatan",Kab,SD,644,1108,152,176,2080, 31.0 , 53.3 , 7.3 , 8.5 ,135.11,5.79,18.9
7314,"Kab. Sidenreng Rappang, Sulawesi Selatan",Kab,SD,203,815,140,400,1558, 13.0 , 52.3 , 9.0 , 25.7 ,132.83,5.44,11.2
7307,"Kab. Sinjai, Sulawesi Selatan",Kab,SD,414,864,148,232,1658, 25.0 , 52.1 , 8.9 , 14.0 ,118.59,6.08,12
7312,"Kab. Soppeng, Sulawesi Selatan",Kab,SD,563,884,82,106,1635, 34.4 , 54.1 , 5.0 , 6.5 ,85.35,6.07,21
7305,"Kab. Takalar, Sulawesi Selatan",Kab,SD,333,898,134,166,1531, 21.8 , 58.7 , 8.8 , 10.8 ,141.76,6.11,14.4
7318,"Kab. Tana Toraja, Sulawesi Selatan",Kab,SD,360,900,173,230,1663, 21.6 , 54.1 , 10.4 , 13.8 ,153.46,6.78,0.9
7326,"Kab. Toraja Utara, Sulawesi Selatan",Kab,SD,452,813,116,161,1542, 29.3 , 52.7 , 7.5 , 10.4 ,191.98,7.61,6.6
7313,"Kab. Wajo, Sulawesi Selatan",Kab,SD,507,1402,270,281,2460, 20.6 , 57.0 , 11.0 , 11.4 ,97.04,5.5,3
7371,"Kota Makassar, Sulawesi Selatan",Kota,SD,1303,2015,202,215,3735, 34.9 , 53.9 , 5.4 , 5.8 ,310.89,6.51,14.2
7373,"Kota Palopo, Sulawesi Selatan",Kota,SD,253,371,49,55,728, 34.8 , 51.0 , 6.7 , 7.6 ,252.03,8.95,6.8
7372,"Kota Parepare, Sulawesi Selatan",Kota,SD,194,405,22,18,639, 30.4 , 63.4 , 3.4 , 2.8 ,181.45,6.82,11
7202,"Kab. Banggai, Sulawesi Tengah",Kab,SD,716,1011,278,398,2403, 29.8 , 42.1 , 11.6 , 16.6 ,121.05,5.8,13.7
7201,"Kab. Banggai Kepulauan, Sulawesi Tengah",Kab,SD,217,456,152,223,1048, 20.7 , 43.5 , 14.5 , 21.3 ,96.16,4.65,10.6
7207,"Kab. Buol, Sulawesi Tengah",Kab,SD,192,586,109,194,1081, 17.8 , 54.2 , 10.1 , 17.9 ,124.92,4.99,12.6
7205,"Kab. Donggala, Sulawesi Tengah",Kab,SD,574,1169,155,247,2145, 26.8 , 54.5 , 7.2 , 11.5 ,129.02,5.64,10.4
7203,"Kab. Morowali, Sulawesi Tengah",Kab,SD,202,555,71,117,945, 21.4 , 58.7 , 7.5 , 12.4 ,117.86,5.78,5.1
7212,"Kab. Morowali Utara, Sulawesi Tengah",Kab,SD,249,479,87,169,984, 25.3 , 48.7 , 8.8 , 17.2 ,100.16,5.64,11.5
7208,"Kab. Parigi Moutong, Sulawesi Tengah",Kab,SD,702,1106,274,579,2661, 26.4 , 41.6 , 10.3 , 21.8 ,137.88,5.14,10.5
7204,"Kab. Poso, Sulawesi Tengah",Kab,SD,464,783,126,170,1543, 30.1 , 50.7 , 8.2 , 11.0 ,111,6.1,10.8
7210,"Kab. Sigi, Sulawesi Tengah",Kab,SD,832,584,60,114,1590, 52.3 , 36.7 , 3.8 , 7.2 ,119.89,5.8,15
7209,"Kab. Tojo Una-Una, Sulawesi Tengah",Kab,SD,395,579,96,147,1217, 32.5 , 47.6 , 7.9 , 12.1 ,115.01,5.82,11.2
7206,"Kab. Tolitoli, Sulawesi Tengah",Kab,SD,318,751,153,196,1418, 22.4 , 53.0 , 10.8 , 13.8 ,133.27,4.94,8.6
7271,"Kota Palu, Sulawesi Tengah",Kota,SD,595,665,63,73,1396, 42.6 , 47.6 , 4.5 , 5.2 ,242.85,7.73,13.8
7406,"Kab. Bombana, Sulawesi Tenggara",Kab,SD,130,528,140,252,1050, 12.4 , 50.3 , 13.3 , 24.0 ,125.59,4.68,8.8
7409,"Kab. Buton Utara, Sulawesi Tenggara",Kab,SD,236,211,22,33,502, 47.0 , 42.0 , 4.4 , 6.6 ,121.75,6.29,12.3
7404,"Kab. Kolaka, Sulawesi Tenggara",Kab,SD,340,641,129,250,1360, 25.0 , 47.1 , 9.5 , 18.4 ,159.55,6.34,7
7411,"Kab. Kolaka Timur, Sulawesi Tenggara",Kab,SD,184,485,134,133,936, 19.7 , 51.8 , 14.3 , 14.2 ,108.34,4.9,10.2
7403,"Kab. Konawe, Sulawesi Tenggara",Kab,SD,263,852,199,402,1716, 15.3 , 49.7 , 11.6 , 23.4 ,123.55,5.05,6.9
7405,"Kab. Konawe Selatan, Sulawesi Tenggara",Kab,SD,307,952,245,481,1985, 15.5 , 48.0 , 12.3 , 24.2 ,126.76,4.91,12.6
7410,"Kab. Konawe Utara, Sulawesi Tenggara",Kab,SD,141,379,47,53,620, 22.7 , 61.1 , 7.6 , 8.5 ,93.04,5.44,7.4
7402,"Kab. Muna, Sulawesi Tenggara",Kab,SD,373,788,118,255,1534, 24.3 , 51.4 , 7.7 , 16.6 ,151.42,6.19,12.6
7413,"Kab. Muna Barat, Sulawesi Tenggara",Kab,SD,73,352,56,132,613, 11.9 , 57.4 , 9.1 , 21.5 ,124.93,5.14,6.4
7407,"Kab. Wakatobi, Sulawesi Tenggara",Kab,SD,200,394,75,67,736, 27.2 , 53.5 , 10.2 , 9.1 ,119.28,6,10.3
